student_id,month,attendance_pct,avg_score,ai_usage_hours,performance_delta,engagement_score
45,Oct,91.25,83.74,3.91,9.09,59.44
45,Nov,88.85,84.02,11.01,9.37,66.52
45,Dec,89.78,85.68,5.56,11.03,60.54
46,Jan,77.46,59.15,8.52,0.69,56.7
46,Feb,77.18,59.22,7.83,0.75,55.71
46,Mar,79.65,58.19,1.73,-0.27,49.87
46,Apr,80.74,58.05,1.18,-0.42,49.86
46,May,82.64,58.96,4.1,0.49,54.5
46,Jun,81.52,61.25,15.23,2.78,67.19
46,Jul,82.34,61.57,7.62,3.11,58.55
46,Aug,81.95,62.85,8.19,4.39,59.0
46,Sep,83.18,64.66,32.2,6.2,88.54
46,Oct,86.3,66.71,13.72,8.24,68.25
46,Nov,87.06,66.97,1.61,8.51,54.17
46,Dec,87.56,66.81,3.33,8.34,56.54
47,Jan,81.21,69.56,21.35,1.61,74.35
47,Feb,81.83,70.41,3.58,2.46,53.39
47,Mar,82.7,71.03,17.93,3.08,71.14
47,Apr,82.86,71.07,1.83,3.13,51.91
47,May,82.77,71.28,6.84,3.33,57.88
47,Jun,82.37,71.86,13.13,3.91,65.18
47,Jul,83.98,72.26,8.66,4.31,60.78
47,Aug,84.36,73.14,15.2,5.19,68.86
47,Sep,83.56,74.91,9.42,6.96,61.44
47,Oct,84.08,76.24,7.62,8.29,59.6
47,Nov,84.98,76.74,14.36,8.79,68.22
47,Dec,85.35,76.47,7.51,8.52,60.22
48,Jan,91.57,62.79,3.09,0.94,58.65
48,Feb,92.11,64.22,7.94,2.36,64.79
48,Mar,93.56,64.13,7.18,2.28,64.75
48,Apr,92.33,65.16,22.99,3.31,82.98
48,May,92.38,64.69,14.17,2.84,72.44
48,Jun,91.64,65.21,5.73,3.36,61.86
48,Jul,92.25,64.69,4.87,2.84,61.19
48,Aug,94.35,65.09,3.84,3.24,61.22
48,Sep,95.72,66.13,0.28,4.28,57.77
48,Oct,95.63,66.77,7.64,4.92,66.54
48,Nov,97.57,67.68,13.0,5.83,74.14
48,Dec,98.26,68.99,17.69,7.14,80.19
49,Jan,80.23,64.97,5.43,-0.26,54.66
49,Feb,81.52,65.32,8.11,0.09,58.65
49,Mar,81.34,64.63,12.22,-0.6,63.46
49,Apr,81.21,65.85,9.08,0.62,59.62
49,May,81.26,66.16,6.56,0.93,56.63
49,Jun,81.08,66.83,22.35,1.6,75.47
49,Jul,81.87,66.24,7.25,1.01,57.82
49,Aug,83.98,66.5,7.94,1.27,59.92
49,Sep,83.77,67.11,10.26,1.88,62.58
49,Oct,83.66,67.27,3.03,2.04,53.83
49,Nov,84.22,66.65,11.16,1.42,63.92
49,Dec,85.62,68.11,39.59,2.88,98.88
50,Jan,95.54,75.32,12.59,0.09,72.44
50,Feb,94.87,74.94,3.45,-0.28,61.07
50,Mar,95.67,73.38,9.34,-1.85,68.6
50,Apr,94.84,73.55,3.94,-1.68,61.63
50,May,95.19,74.86,11.43,-0.36,70.83
50,Jun,95.01,78.5,26.98,3.28,89.38
50,Jul,95.3,82.0,33.42,6.77,97.29
50,Aug,96.12,82.29,2.24,7.06,60.36
50,Sep,97.78,82.11,1.75,6.88,60.77
50,Oct,99.51,82.07,2.96,6.84,63.26
50,Nov,99.73,84.65,21.67,9.43,85.85
50,Dec,100.0,83.84,5.28,8.61,66.33
51,Jan,84.45,67.22,9.44,0.7,62.0
51,Feb,84.96,67.15,11.76,0.62,65.09
51,Mar,86.3,67.23,9.94,0.7,63.7
51,Apr,87.6,67.48,6.89,0.96,60.83
51,May,87.61,66.97,14.26,0.44,69.68
51,Jun,86.78,68.07,5.05,1.54,58.13
51,Jul,86.56,68.51,7.51,1.98,60.95
51,Aug,86.26,67.8,0.95,1.27,52.9
51,Sep,86.93,68.58,7.9,2.05,61.64
51,Oct,88.39,69.97,8.63,3.44,63.39
51,Nov,88.89,70.39,4.25,3.86,58.43
51,Dec,89.7,70.39,4.77,3.86,59.54
52,Jan,65.77,65.02,1.96,-0.35,41.81
52,Feb,65.01,65.28,2.99,-0.09,42.6
52,Mar,64.52,66.78,3.46,1.4,42.86
52,Apr,63.51,65.73,4.5,0.36,43.51
52,May,64.54,65.07,4.89,-0.3,44.6
52,Jun,65.34,65.57,3.8,0.2,43.76
52,Jul,66.64,65.58,5.96,0.2,47.14
52,Aug,66.92,65.88,7.29,0.51,48.9
52,Sep,66.15,67.63,18.95,2.26,62.43
52,Oct,68.15,67.59,5.08,2.22,46.98
52,Nov,67.29,68.65,13.55,3.28,56.64
52,Dec,65.53,69.6,22.96,4.23,66.87
53,Jan,83.77,55.45,16.0,1.33,69.46
53,Feb,84.02,56.43,33.39,2.31,90.47
53,Mar,83.76,55.75,3.62,1.63,54.6
53,Apr,84.46,56.59,3.98,2.47,55.46
53,May,84.44,56.93,9.89,2.81,62.53
53,Jun,85.01,58.59,10.31,4.47,63.38
53,Jul,87.41,59.02,5.04,4.9,58.5
53,Aug,85.97,59.02,6.41,4.9,59.28
53,Sep,86.4,58.84,3.08,4.72,55.54
53,Oct,84.33,61.25,11.5,7.13,64.4
53,Nov,83.86,62.28,10.39,8.16,62.78
53,Dec,83.55,63.14,17.73,9.02,71.4
54,Jan,79.54,72.16,4.64,1.19,53.29
54,Feb,80.16,72.44,10.96,1.47,61.24
54,Mar,79.1,73.65,15.01,2.68,65.48
54,Apr,80.48,74.87,7.32,3.9,57.07
54,May,81.85,75.93,11.89,4.96,63.38
54,Jun,82.03,76.86,3.88,5.89,53.87
54,Jul,81.94,77.06,7.61,6.09,58.3
54,Aug,81.19,76.81,26.86,5.84,80.95
54,Sep,82.09,76.85,9.7,5.88,60.89
54,Oct,82.04,75.64,8.62,4.67,59.57
54,Nov,81.26,76.19,20.67,5.22,73.56
54,Dec,81.91,76.55,15.8,5.58,68.11
55,Jan,86.85,70.69,9.01,0.53,62.92
55,Feb,87.37,71.38,16.27,1.21,71.94
55,Mar,88.37,72.0,5.25,1.83,59.32
55,Apr,89.22,72.66,1.73,2.5,55.61
55,May,88.76,72.9,1.04,2.73,54.5
55,Jun,88.56,72.96,6.44,2.79,60.86
55,Jul,89.16,74.33,18.18,4.17,75.31
55,Aug,88.3,73.62,5.06,3.46,59.05
55,Sep,89.27,74.35,1.79,4.18,55.71
55,Oct,90.41,76.8,21.01,6.63,79.46
55,Nov,89.55,77.47,5.12,7.31,59.88
55,Dec,89.96,78.08,4.14,7.91,58.95
56,Jan,84.3,83.59,10.6,1.28,63.3
56,Feb,84.13,85.29,16.39,2.99,70.14
56,Mar,85.49,85.51,2.18,3.2,53.91
56,Apr,84.94,86.34,5.7,4.03,57.8
56,May,83.65,86.51,8.12,4.21,59.93
56,Jun,84.83,86.93,6.15,4.62,58.28
56,Jul,84.17,88.06,11.16,5.75,63.89
56,Aug,83.67,89.18,3.83,6.87,54.8
56,Sep,83.01,88.28,2.76,5.97,53.11
56,Oct,83.72,88.79,1.72,6.48,52.3
56,Nov,84.71,89.45,6.57,7.14,58.72
56,Dec,84.94,89.61,13.34,7.31,66.97
57,Jan,77.15,62.12,5.07,-0.42,52.38
57,Feb,77.8,61.57,5.92,-0.96,53.78
57,Mar,77.61,63.2,12.34,0.66,61.38
57,Apr,79.98,64.79,11.97,2.25,62.35
57,May,80.23,65.75,21.84,3.22,74.35
57,Jun,81.48,67.24,9.47,4.71,60.24
57,Jul,82.52,67.97,18.73,5.43,71.98
57,Aug,82.52,69.84,9.81,7.3,61.28
57,Sep,80.99,69.5,2.26,6.97,51.31
57,Oct,81.88,70.12,10.96,7.58,62.28
57,Nov,83.57,71.25,6.89,8.71,58.41
57,Dec,82.91,73.43,15.33,10.89,68.14
58,Jan,69.19,67.39,2.1,0.64,44.04
58,Feb,71.21,67.38,3.16,0.63,46.52
58,Mar,72.36,67.06,11.46,0.31,57.17
58,Apr,72.68,67.91,21.66,1.16,69.6
58,May,73.79,67.68,3.97,0.93,49.03
58,Jun,73.87,67.96,4.37,1.21,49.57
58,Jul,73.6,69.16,9.02,2.4,54.99
58,Aug,72.91,70.71,9.76,3.96,55.46
58,Sep,74.24,71.93,8.26,5.18,54.45
58,Oct,73.46,72.11,5.7,5.36,50.92
58,Nov,73.75,72.53,4.98,5.78,50.22
58,Dec,75.34,73.67,6.67,6.92,53.2
59,Jan,78.47,68.67,9.9,1.67,58.96
59,Feb,78.52,68.27,3.08,1.28,50.81
59,Mar,78.89,66.95,4.71,-0.04,52.99
59,Apr,78.67,67.37,21.54,0.38,73.05
59,May,78.96,69.39,33.32,2.4,87.35
59,Jun,80.98,70.3,5.73,3.31,55.47
59,Jul,80.62,70.05,5.16,3.05,54.56
59,Aug,81.34,71.67,17.6,4.68,69.92
59,Sep,80.96,69.73,6.03,2.74,55.82
59,Oct,80.04,70.51,12.19,3.51,62.65
59,Nov,81.16,71.23,9.54,4.23,60.14
59,Dec,82.84,71.5,6.96,4.51,58.06
60,Jan,70.73,79.68,39.6,2.06,89.95
60,Feb,71.66,81.84,6.83,4.22,51.19
60,Mar,71.64,81.8,12.47,4.18,57.95
60,Apr,71.14,81.82,10.02,4.2,54.71
60,May,72.16,82.48,13.61,4.86,59.62
60,Jun,74.12,81.78,4.84,4.16,50.28
60,Jul,74.9,81.9,16.17,4.28,64.34
60,Aug,74.24,83.61,14.85,5.99,62.37
60,Sep,74.31,84.52,23.05,6.9,72.25
60,Oct,73.91,85.28,21.89,7.66,70.62
60,Nov,72.77,85.14,4.39,7.53,48.93
60,Dec,73.31,85.37,7.81,7.75,53.36
61,Jan,74.75,65.87,10.21,1.63,57.1
61,Feb,74.58,67.44,9.18,3.2,55.76
61,Mar,75.45,67.64,4.91,3.4,51.17
61,Apr,75.27,69.3,21.11,5.06,70.5
61,May,75.98,70.34,12.39,6.1,60.46
61,Jun,76.24,70.98,8.87,6.74,56.39
61,Jul,77.27,71.24,2.81,7.01,49.73
61,Aug,78.08,70.66,16.67,6.42,66.86
61,Sep,78.59,72.2,30.76,7.96,84.06
61,Oct,78.91,74.0,23.42,9.77,75.45
61,Nov,79.5,75.0,3.54,10.76,51.95
61,Dec,79.84,75.88,4.2,11.64,52.94
62,Jan,82.42,67.89,4.92,0.66,55.35
62,Feb,82.44,71.04,23.57,3.81,77.75
62,Mar,83.84,72.81,29.47,5.58,85.67
62,Apr,83.73,73.59,6.9,6.36,58.52
62,May,82.54,74.93,4.75,7.7,55.23
62,Jun,83.56,75.87,4.73,8.64,55.82
62,Jul,82.86,76.3,3.52,9.07,53.95
62,Aug,82.91,76.16,2.79,8.93,53.1
62,Sep,83.86,76.86,10.17,9.63,62.51
62,Oct,83.06,75.28,14.47,8.05,67.21
62,Nov,83.65,75.89,10.27,8.66,62.51
62,Dec,84.68,75.42,0.81,8.19,51.78
63,Jan,89.82,69.21,0.81,-0.65,54.87
63,Feb,90.61,68.05,5.4,-1.82,60.85
63,Mar,91.64,68.03,0.87,-1.83,56.03
63,Apr,91.68,67.56,11.01,-2.3,68.22
63,May,92.63,67.84,4.42,-2.02,60.88
63,Jun,93.69,66.79,6.35,-3.08,63.83
63,Jul,93.19,67.5,13.36,-2.36,71.94
63,Aug,94.81,67.66,11.31,-2.21,70.45
63,Sep,94.83,68.63,13.08,-1.24,72.59
63,Oct,95.06,69.0,2.36,-0.86,59.87
63,Nov,96.16,70.49,8.89,0.62,68.37
63,Dec,95.28,71.69,15.29,1.83,75.52
64,Jan,80.59,67.31,22.12,0.82,74.9
64,Feb,80.24,68.47,20.45,1.97,72.68
64,Mar,81.71,69.14,3.84,2.65,53.63
64,Apr,81.48,69.42,0.7,2.93,49.72
64,May,79.15,72.17,11.14,5.68,60.85
64,Jun,79.6,72.44,12.25,5.95,62.46
64,Jul,80.77,73.76,8.71,7.27,58.91
64,Aug,80.93,73.52,9.21,7.03,59.61
64,Sep,81.15,72.43,4.05,5.94,53.55
64,Oct,81.42,72.63,9.63,6.14,60.4
64,Nov,84.8,74.36,9.35,7.86,62.09
64,Dec,85.33,75.23,2.6,8.74,54.32
65,Jan,69.25,62.29,1.51,0.86,43.36
65,Feb,70.92,63.36,16.53,1.93,62.39
65,Mar,71.85,63.62,11.12,2.19,56.46
65,Apr,73.76,63.32,4.28,1.89,49.39
65,May,73.24,62.93,10.09,1.51,56.05
65,Jun,73.42,63.04,5.17,1.61,50.26
65,Jul,74.39,63.73,3.52,2.3,48.86
65,Aug,73.67,64.39,6.05,2.96,51.46
65,Sep,73.47,63.81,5.78,2.38,51.02
65,Oct,72.95,65.47,10.18,4.04,55.99
65,Nov,73.46,65.95,2.52,4.52,47.11
65,Dec,75.43,67.2,16.62,5.77,65.19
66,Jan,82.83,67.92,12.73,1.37,64.97
66,Feb,81.84,68.81,15.42,2.26,67.61
66,Mar,79.94,70.72,17.6,4.16,69.09
66,Apr,80.25,72.45,11.76,5.9,62.26
66,May,79.15,75.26,16.42,8.71,67.2
66,Jun,78.71,75.37,18.72,8.82,69.69
66,Jul,79.44,76.98,6.08,10.43,54.97
66,Aug,80.07,76.57,10.92,10.01,61.15
66,Sep,81.43,76.12,7.13,9.57,57.42
66,Oct,81.61,76.85,7.39,10.3,57.83
66,Nov,81.67,77.99,4.78,11.44,54.73
66,Dec,83.5,78.24,4.63,11.69,55.66
67,Jan,84.59,74.17,3.37,0.58,54.8
67,Feb,82.67,74.16,11.11,0.57,62.93
67,Mar,83.53,75.71,3.55,2.12,54.38
67,Apr,83.9,78.59,6.99,5.0,58.73
67,May,84.09,79.92,13.07,6.33,66.13
67,Jun,84.34,80.49,4.77,6.9,56.33
67,Jul,85.45,81.59,25.95,8.0,82.41
67,Aug,85.3,81.2,5.89,7.62,58.24
67,Sep,86.64,81.88,4.04,8.29,56.83
67,Oct,86.8,82.23,4.44,8.64,57.4
67,Nov,87.11,82.76,10.31,9.17,64.64
67,Dec,86.9,83.41,8.84,9.82,62.74
68,Jan,74.19,57.82,11.95,1.03,58.85
68,Feb,73.75,56.31,7.97,-0.48,53.81
68,Mar,73.02,56.04,1.52,-0.74,45.64
68,Apr,73.33,57.61,19.72,0.82,67.66
68,May,74.37,58.47,7.17,1.68,53.23
68,Jun,77.06,59.11,13.86,2.33,62.87
68,Jul,78.98,59.53,1.65,2.74,49.38
68,Aug,77.59,61.48,11.99,4.69,60.94
68,Sep,75.82,61.79,5.41,5.0,51.98
68,Oct,75.93,62.7,17.88,5.91,67.01
68,Nov,75.01,62.42,10.32,5.63,57.39
68,Dec,75.33,64.0,13.8,7.21,61.76
69,Jan,77.03,65.36,6.06,-0.7,53.49
69,Feb,77.12,66.48,14.11,0.42,63.21
69,Mar,76.24,66.81,8.35,0.75,55.77
69,Apr,74.99,68.82,12.92,2.76,60.5
69,May,74.29,69.46,8.9,3.4,55.25
69,Jun,73.52,70.05,8.89,3.99,54.78
69,Jul,73.81,70.81,5.88,4.74,51.35
69,Aug,73.39,71.83,8.89,5.77,54.71
69,Sep,72.3,73.58,6.67,7.51,51.39
69,Oct,72.26,74.27,7.61,8.2,52.49
69,Nov,71.79,74.85,9.2,8.79,54.11
69,Dec,72.59,75.86,16.89,9.79,63.83
70,Jan,77.33,60.37,14.69,0.97,64.03
70,Feb,80.17,61.25,5.6,1.85,54.82
70,Mar,82.14,61.32,8.25,1.92,59.19
70,Apr,83.26,61.17,1.72,1.77,52.02
70,May,84.25,60.87,3.63,1.47,54.9
70,Jun,84.53,61.79,6.69,2.4,58.75
70,Jul,85.27,63.38,13.42,3.99,67.27
70,Aug,86.02,64.62,11.13,5.22,64.97
70,Sep,85.63,64.48,5.75,5.08,58.28
70,Oct,86.47,64.5,5.15,5.1,58.06
70,Nov,87.68,65.81,17.2,6.41,73.24
70,Dec,87.76,66.25,7.56,6.86,61.73
71,Jan,73.32,75.1,16.5,0.54,63.79
71,Feb,73.61,74.4,3.89,-0.16,48.83
71,Mar,74.19,73.24,8.39,-1.32,54.58
71,Apr,74.5,72.99,7.75,-1.57,54.01
71,May,74.04,73.34,21.08,-1.22,69.72
71,Jun,73.06,75.05,10.5,0.49,56.43
71,Jul,72.06,73.76,3.41,-0.8,47.32
71,Aug,72.38,74.57,7.55,0.01,52.49
71,Sep,73.72,73.59,9.88,-0.97,56.09
71,Oct,74.23,73.31,6.17,-1.25,51.94
71,Nov,75.09,72.86,0.41,-1.7,45.54
71,Dec,74.96,73.28,1.19,-1.28,46.41
72,Jan,82.51,53.27,13.01,0.45,65.12
72,Feb,83.58,52.52,9.34,-0.29,61.35
72,Mar,82.85,53.84,19.06,1.02,72.58
72,Apr,82.07,55.04,9.04,2.22,60.1
72,May,82.66,55.03,6.04,2.22,56.85
72,Jun,81.77,54.93,5.44,2.11,55.58
72,Jul,85.0,54.79,10.69,1.98,63.83
72,Aug,85.72,55.62,5.86,2.81,58.46
72,Sep,84.96,57.23,26.67,4.41,82.99
72,Oct,87.33,58.5,10.48,5.69,64.98
72,Nov,87.53,58.3,6.71,5.48,60.57
72,Dec,88.48,59.06,14.18,6.25,70.11
73,Jan,78.27,61.62,12.08,1.1,61.46
73,Feb,78.03,60.62,3.52,0.09,51.05
73,Mar,77.92,60.37,5.49,-0.15,53.34
73,Apr,80.24,60.85,1.63,0.32,50.1
73,May,81.74,60.87,10.34,0.34,61.45
73,Jun,81.49,62.3,17.56,1.77,69.96
73,Jul,83.08,65.45,16.27,4.93,69.38
73,Aug,84.08,66.53,2.74,6.0,53.73
73,Sep,82.91,65.72,3.08,5.19,53.44
73,Oct,83.29,66.55,4.26,6.02,55.09
73,Nov,85.2,67.09,3.13,6.57,54.87
73,Dec,86.87,67.76,2.69,7.23,55.35
74,Jan,79.74,67.37,1.42,-0.64,49.55
74,Feb,79.87,70.27,20.12,2.25,72.07
74,Mar,79.96,70.82,12.52,2.8,63.0
74,Apr,80.82,71.15,15.19,3.13,66.72
74,May,80.36,70.83,7.28,2.81,56.96
74,Jun,81.89,71.06,6.7,3.04,57.17
74,Jul,80.68,71.19,4.77,3.18,54.14
74,Aug,81.52,72.18,7.14,4.16,57.49
74,Sep,82.91,72.94,8.95,4.93,60.48
74,Oct,83.2,72.3,9.68,4.28,61.53
74,Nov,82.96,72.4,4.59,4.38,55.29
74,Dec,84.45,72.28,10.1,4.26,62.79
75,Jan,71.58,77.08,3.49,-0.44,47.13
75,Feb,72.65,77.72,6.29,0.19,51.13
75,Mar,71.24,78.17,15.74,0.64,61.64
75,Apr,73.22,78.41,6.38,0.89,51.59
75,May,71.52,78.76,5.57,1.23,49.59
75,Jun,72.2,79.83,12.96,2.31,58.86
75,Jul,71.96,81.17,10.84,3.65,56.18
75,Aug,71.35,80.76,1.61,3.24,44.75
75,Sep,71.46,79.94,6.58,2.42,50.78
75,Oct,71.46,79.65,20.59,2.12,67.59
75,Nov,70.66,79.82,4.1,2.3,47.32
75,Dec,71.7,80.84,11.44,3.31,56.75
76,Jan,75.85,64.54,8.46,0.07,55.66
76,Feb,75.53,65.4,5.09,0.92,51.43
76,Mar,76.67,65.87,7.4,1.4,54.88
76,Apr,75.46,66.82,20.45,2.35,69.81
76,May,75.06,67.1,2.44,2.62,47.97
76,Jun,75.51,68.52,9.02,4.04,56.12
76,Jul,76.05,69.22,1.97,4.75,48.0
76,Aug,76.66,69.53,1.11,5.06,47.33
76,Sep,76.11,69.7,2.58,5.22,48.76
76,Oct,77.56,68.74,1.84,4.27,48.74
76,Nov,77.09,69.85,6.63,5.38,54.21
76,Dec,78.04,70.68,4.54,6.21,52.27
77,Jan,82.79,60.14,7.99,-0.41,59.27
77,Feb,81.9,60.57,8.55,0.01,59.4
77,Mar,80.42,59.79,4.28,-0.77,53.39
77,Apr,81.41,60.25,14.58,-0.31,66.34
77,May,82.89,60.22,7.97,-0.34,59.3
77,Jun,83.95,60.28,3.57,-0.27,54.65
77,Jul,86.02,62.04,2.3,1.48,54.38
77,Aug,88.02,62.43,18.07,1.87,74.5
77,Sep,89.72,63.48,16.35,2.92,73.46
77,Oct,89.99,64.29,3.92,3.73,58.7
77,Nov,89.54,66.31,17.54,5.75,74.77
77,Dec,89.51,66.78,5.11,6.22,59.84
78,Jan,76.07,81.75,22.44,1.7,72.57
78,Feb,76.2,83.46,6.58,3.41,53.62
78,Mar,76.48,84.39,7.21,4.34,54.54
78,Apr,76.87,84.47,0.76,4.42,47.03
78,May,76.45,85.03,14.13,4.98,62.83
78,Jun,77.78,84.27,5.95,4.22,53.81
78,Jul,77.95,84.21,7.48,4.16,55.75
78,Aug,79.85,84.66,0.68,4.62,48.72
78,Sep,80.31,84.39,13.0,4.34,63.79
78,Oct,81.45,83.78,5.59,3.73,55.57
78,Nov,81.53,84.17,7.68,4.12,58.13
78,Dec,82.55,84.58,9.24,4.53,60.62
79,Jan,90.89,54.9,13.47,1.48,70.7
79,Feb,89.69,54.55,2.62,1.13,56.96
79,Mar,89.13,54.36,4.24,0.95,58.57
79,Apr,89.45,55.46,17.84,2.05,75.08
79,May,91.06,55.98,4.83,2.57,60.43
79,Jun,93.86,56.51,7.34,3.1,65.13
79,Jul,92.93,57.95,9.12,4.54,66.71
79,Aug,94.9,59.42,24.68,6.0,86.56
79,Sep,97.24,60.88,13.99,7.47,75.12
79,Oct,98.86,62.48,5.54,9.06,65.97
79,Nov,99.1,61.67,4.41,8.25,64.76
79,Dec,100.0,60.9,8.83,7.49,70.6
80,Jan,74.88,48.01,0.06,0.6,45.0
80,Feb,75.87,48.17,8.54,0.76,55.77
80,Mar,76.17,48.4,10.71,0.99,58.55
80,Apr,76.09,50.36,6.3,2.95,53.22
80,May,75.04,50.56,3.11,3.15,48.76
80,Jun,76.37,51.58,27.6,4.17,78.94
80,Jul,76.02,50.53,18.92,3.13,68.31
80,Aug,77.86,51.87,18.57,4.46,69.01
80,Sep,79.29,51.24,12.01,3.83,61.98
80,Oct,79.31,50.8,11.27,3.39,61.1
80,Nov,79.4,52.44,13.6,5.03,63.96
80,Dec,79.92,53.23,11.34,5.82,61.56
81,Jan,80.53,70.08,2.21,1.56,50.97
81,Feb,80.93,70.55,17.0,2.03,68.95
81,Mar,81.62,70.96,8.12,2.44,58.72
81,Apr,80.14,71.33,6.43,2.81,55.8
81,May,80.76,72.26,2.59,3.74,51.56
81,Jun,81.43,72.81,4.12,4.29,53.8
81,Jul,81.88,73.42,5.65,4.9,55.91
81,Aug,82.89,74.77,4.23,6.25,54.81
81,Sep,83.98,75.17,12.68,6.65,65.6
81,Oct,85.64,76.46,0.16,7.94,51.57
81,Nov,87.38,78.09,12.52,9.57,67.46
81,Dec,87.77,77.25,7.25,8.73,61.36
82,Jan,85.84,61.4,6.57,0.42,59.38
82,Feb,85.47,63.02,20.77,2.04,76.21
82,Mar,85.77,62.4,8.26,1.42,61.37
82,Apr,84.64,62.2,5.57,1.21,57.46
82,May,83.21,64.19,13.95,3.21,66.66
82,Jun,83.55,67.7,37.08,6.72,94.63
82,Jul,85.2,68.23,9.55,7.25,62.58
82,Aug,84.49,69.08,12.07,8.1,65.18
82,Sep,83.3,69.26,5.2,8.28,56.21
82,Oct,83.67,69.29,21.32,8.31,75.78
82,Nov,82.92,70.23,10.66,9.24,62.55
82,Dec,82.82,70.25,9.27,9.26,60.82
83,Jan,68.98,56.78,7.67,-0.05,50.6
83,Feb,68.94,55.55,7.86,-1.28,50.79
83,Mar,69.54,57.48,16.33,0.65,61.32
83,Apr,69.93,57.03,6.74,0.2,50.05
83,May,70.62,58.17,15.18,1.34,60.59
83,Jun,71.38,58.57,10.57,1.74,55.51
83,Jul,69.77,57.96,12.46,1.13,56.82
83,Aug,69.62,57.34,6.17,0.51,49.17
83,Sep,69.69,57.45,0.66,0.62,42.61
83,Oct,71.01,57.91,10.68,1.08,55.42
83,Nov,71.03,59.24,5.15,2.41,48.8
83,Dec,71.67,60.07,28.32,3.24,76.99
84,Jan,64.51,71.2,8.47,0.53,48.86
84,Feb,64.42,71.77,7.98,1.1,48.23
84,Mar,63.75,70.37,8.22,-0.29,48.11
84,Apr,63.85,69.9,7.05,-0.77,46.78
84,May,63.82,71.31,12.58,0.65,53.39
84,Jun,64.15,71.97,4.69,1.3,44.11
84,Jul,63.05,71.56,3.47,0.89,41.99
84,Aug,61.72,71.73,9.73,1.06,48.71
84,Sep,62.72,71.54,9.57,0.87,49.12
84,Oct,61.72,70.31,10.48,-0.36,49.61
84,Nov,62.47,72.5,10.23,1.83,49.76
84,Dec,63.37,75.13,7.47,4.46,46.99
85,Jan,65.99,64.97,0.47,-1.98,40.16
85,Feb,66.43,65.52,10.4,-1.43,52.35
85,Mar,67.24,65.27,5.06,-1.68,46.42
85,Apr,67.31,67.36,10.39,0.41,52.85
85,May,67.25,66.36,0.55,-0.59,41.01
85,Jun,68.65,68.1,10.64,1.15,53.96
85,Jul,68.11,68.67,9.83,1.72,52.66
85,Aug,67.59,69.04,4.08,2.09,45.45
85,Sep,66.78,70.35,6.74,3.4,48.15
85,Oct,65.4,69.21,5.04,2.25,45.29
85,Nov,64.6,70.4,10.36,3.45,51.19
85,Dec,64.48,69.52,9.58,2.57,50.18
86,Jan,87.5,59.72,2.73,-0.77,55.77
86,Feb,85.67,59.81,1.93,-0.68,53.72
86,Mar,85.05,60.71,19.96,0.22,74.99
86,Apr,84.88,60.67,10.0,0.18,62.93
86,May,82.96,61.79,23.16,1.3,77.57
86,Jun,82.63,61.23,6.54,0.74,57.42
86,Jul,82.36,61.82,16.2,1.33,68.85
86,Aug,81.96,62.4,4.77,1.91,54.9
86,Sep,82.62,61.92,3.78,1.43,54.11
86,Oct,81.94,63.83,19.53,3.34,72.6
86,Nov,79.84,65.1,2.54,4.62,50.95
86,Dec,78.64,64.84,13.47,4.35,63.35
87,Jan,72.17,54.8,5.59,0.04,50.01
87,Feb,73.19,56.09,6.95,1.33,52.25
87,Mar,71.92,57.3,6.11,2.55,50.48
87,Apr,73.31,59.48,8.58,4.72,54.28
87,May,73.46,60.8,8.11,6.05,53.8
87,Jun,73.37,58.98,3.79,4.22,48.57
87,Jul,74.17,59.36,7.72,4.61,53.76
87,Aug,74.88,59.2,19.37,4.45,68.17
87,Sep,75.82,58.52,3.26,3.76,49.41
87,Oct,76.29,59.83,19.31,5.07,68.95
87,Nov,74.83,59.33,3.18,4.58,48.72
87,Dec,75.3,60.35,13.47,5.59,61.35
88,Jan,94.33,71.63,3.78,-0.35,61.14
88,Feb,92.32,71.62,9.02,-0.36,66.21
88,Mar,93.86,74.92,20.11,2.94,80.45
88,Apr,94.94,74.87,2.38,2.89,59.82
88,May,95.73,75.99,5.99,4.01,64.62
88,Jun,97.19,75.39,5.02,3.41,64.35
88,Jul,97.63,75.87,5.87,3.89,65.62
88,Aug,98.74,76.43,4.51,4.45,64.66
88,Sep,98.59,78.79,9.12,6.82,70.1
88,Oct,100.0,81.72,4.11,9.74,64.93
88,Nov,100.0,83.94,15.55,11.96,78.66
88,Dec,99.71,84.71,10.71,12.73,72.68
89,Jan,74.8,70.06,6.12,-0.14,52.23
89,Feb,75.72,72.33,24.21,2.13,74.48
89,Mar,78.01,73.83,18.86,3.62,69.44
89,Apr,77.74,75.68,23.39,5.48,74.72
89,May,77.04,76.97,14.21,6.77,63.27
89,Jun,77.52,77.1,15.24,6.89,64.8
89,Jul,76.7,77.36,12.49,7.16,61.01
89,Aug,76.45,76.43,3.61,6.23,50.21
89,Sep,77.89,76.08,5.13,5.88,52.89
89,Oct,78.64,75.64,7.96,5.44,56.74
89,Nov,81.12,76.43,9.88,6.23,60.53
89,Dec,82.38,76.86,7.42,6.66,58.33
90,Jan,79.27,65.84,24.28,1.63,76.7
90,Feb,78.07,66.89,17.34,2.68,67.65
90,Mar,76.73,66.91,5.93,2.71,53.16
90,Apr,76.14,67.15,12.02,2.94,60.1
90,May,77.26,68.01,3.32,3.8,50.34
90,Jun,78.78,68.74,16.13,4.54,66.63
90,Jul,79.08,70.54,9.06,6.34,58.32
